id,label,type,affiliation
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=FDBECB278EEC7D2D975028374D3AB37E,tartarach,headword,null
http://www.dil.ie/10377,coipp,headword,null
http://www.dil.ie/7347,buide,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=8DC090BCCC2432C532E123CD11738751,sgiabadh,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=5FFED71D412FE446068813962D2DEB33,sitheadh,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=CFC2F34690C95190ECEBCE08F7BAE591,séis,headword,null
http://www.dil.ie/39277,suíthemail,headword,null
http://www.dil.ie/30830,lúamnach,headword,null
http://www.dil.ie/41563,trágud,headword,null
http://www.dil.ie/26601,grendach,headword,null
http://www.dil.ie/30274,linn,headword,null
http://www.dil.ie/6217,boc,headword,null
http://www.dil.ie/7041,bruach,headword,null
http://www.dil.ie/37548,siltech,headword,null
http://www.dil.ie/37651,sír,headword,null
http://www.dil.ie/723,aibéis,headword,null
http://www.dil.ie/336,adbal,headword,null
http://www.dil.ie/42605,úaibrech,headword,null
http://www.dil.ie/3331,*anaithnech,headword,null
http://www.dil.ie/34318,píastach,headword,null
http://www.dil.ie/27636,imm,headword,null
http://www.dil.ie/26145,glórach,headword,null
http://www.dil.ie/17097,do,headword,null
http://www.dil.ie/29968,lepaid,headword,null
http://www.dil.ie/30826,lúamairecht,headword,null
http://www.dil.ie/17646,do-fócaib,headword,null
http://www.dil.ie/33483,ocus,headword,null
http://www.dil.ie/37186,séol,headword,null
http://www.dil.ie/38140,snas,headword,null
http://www.dil.ie/36201,sár,headword,null
http://www.dil.ie/38131,snáithe,headword,null
http://www.dil.ie/27239,il,headword,null
http://www.dil.ie/5657,bennach,headword,null
http://www.dil.ie/25099,gáeth,headword,null
http://www.dil.ie/4248,arrachta,headword,null
http://www.dil.ie/41064,tócbáltach,headword,null
http://www.dil.ie/18480,do-srenga,headword,null
http://www.dil.ie/10494,colg,headword,null
http://www.dil.ie/12753,crann,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=5A07CB3AF3293848F927E48205006EDF,gathanach,headword,null
http://www.dil.ie/37728,sith-,headword,null
http://www.dil.ie/16743,díriuch,headword,null
http://www.dil.ie/18616,dréim,headword,null
http://www.dil.ie/35542,róp,headword,null
http://www.dil.ie/41707,tredúalach,headword,null
http://www.dil.ie/42319,tuile,headword,null
http://www.dil.ie/35292,rigne,headword,null
http://www.dil.ie/38271,sochrach,headword,null
http://www.dil.ie/36921,séimide,headword,null
http://www.dil.ie/38786,sreng,headword,null
http://www.dil.ie/3142,amlach,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=56A9D97B410FC9742D276F934623ACD3,cernagach,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=7AB0C60169C26698A3105560AB20389B,basganta,headword,null
http://www.dil.ie/27299,imbel,headword,null
http://www.dil.ie/28624,ingantach,headword,null
http://www.dil.ie/6600,brattach,headword,null
http://www.dil.ie/6670,bregda,headword,null
http://www.dil.ie/6404,bord,headword,null
http://www.dil.ie/42619,*úaigidte,headword,null
http://www.dil.ie/6695,bréit,headword,null
http://www.dil.ie/9627,clúas,headword,null
http://www.dil.ie/13103,cromm,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=573AB038058D433E046F49C85C6C54F3,sùgh,headword,null
http://www.dil.ie/28807,inne,headword,null
http://www.dil.ie/25098,gáeth,headword,null
http://www.dil.ie/36693,scuirid,headword,null
http://www.dil.ie/4813,athlom,headword,null
http://www.dil.ie/37188,séolad,headword,null
http://www.dil.ie/5697,berbad,headword,null
